Chromosome	Start	Stop	Length	Strand	Gene Symbol	gene_biotype	gene_id	gene_name	gene_source	gene_version	r542	r543	r544	r545	r546	r547	r548	r549
1	151841877	151850386	8509	+	ENSG00000234614	lncRNA	ENSG00000234614	C2CD4D-AS1	havana	1	1.02133	1.00404	1.00608	1	1.01347	1.03825	1	1
8	142657460	142681969	24509	-	ENSG00000234616	protein_coding	ENSG00000234616	JRK	ensembl_havana	9	2.45621	2.49477	1.24053	1.29378	2.32433	2.54207	1.78704	2.14121
3	43346923	43352153	5230	-	ENSG00000234617	lncRNA	ENSG00000234617	SNRK-AS1	havana	2	1.00624	1.01417	1.00517	1.01221	1.03981	1.00504	1.01783	1.02901
9	76398699	76399587	888	+	ENSG00000234618	processed_pseudogene	ENSG00000234618	RPSAP9	havana	1	1.56452	1.22432	1.19747	1.24633	1.13385	1.16779	1.50283	1.05842
3	94937086	94938025	939	-	ENSG00000234629	processed_pseudogene	ENSG00000234629	WDR82P1	havana	1	1.18784	1.12374	1.11014	1.21905	1.36726	1.23122	1.12627	1.57473
X	40735400	40738702	3302	+	ENSG00000234636	lncRNA	ENSG00000234636	MED14OS	ensembl_havana	2	1.10076	1.07279	1.04698	1.00886	1.01746	1.06824	1.05376	1.14118
2	138288029	138288794	765	-	ENSG00000234645	processed_pseudogene	ENSG00000234645	YWHAEP5	havana	3	2.41287	1.94253	1.89416	2.13173	2.64791	2.57118	2.31489	2.22176
14	98973314	98973472	158	+	ENSG00000234648	processed_pseudogene	ENSG00000234648	---	havana	1	1	1	1.85419	1.61258	1	1.16798	1.76561	1
15	29730713	29730986	273	+	ENSG00000234664	processed_pseudogene	ENSG00000234664	HMGN2P5	ensembl_havana	1	5.98564	4.39983	4.88538	6.57511	9.70928	12.4408	7.28547	4.9405
9	62856999	62898096	41097	-	ENSG00000234665	lncRNA	ENSG00000234665	LERFS	havana	9	1.0009	1.01001	1.01506	1.00289	1.00765	1.00031	1.00674	1.01687
1	201995696	202010464	14768	-	ENSG00000234678	lncRNA	ENSG00000234678	ELF3-AS1	havana	2	1.24146	1.25456	1.10144	1.09511	1.78564	1.70938	1.05402	1.08291
20	1325400	1378736	53336	+	ENSG00000234684	lncRNA	ENSG00000234684	SDCBP2-AS1	havana	8	1.06918	1.09463	1.02085	1.02963	1.02421	1.02488	1.03162	1.05651
13	22915651	22916524	873	+	ENSG00000234685	processed_pseudogene	ENSG00000234685	NUS1P2	havana	1	1.10469	1.11858	1.32828	1.20312	1.19766	1.34595	1.13556	1.20538
2	47192405	47345075	152670	-	ENSG00000234690	lncRNA	ENSG00000234690	EPCAM-DT	havana	7	1.00099	1	1	1.00038	1.00263	1.00115	1.00019	1.00188
7	103445207	103514008	68801	+	ENSG00000234715	lncRNA	ENSG00000234715	SLC26A5-AS1	havana	2	1.00044	1	1.00113	1.0034	1	1	1	1
7	7738524	7742575	4051	-	ENSG00000234718	transcribed_processed_pseudogene	ENSG00000234718	---	havana	7	1	1.0339	1.00638	1.00723	1.06365	1.01854	1	1.07081
16	11927259	11976644	49385	-	ENSG00000234719	protein_coding	ENSG00000234719	NPIPB2	ensembl_havana	9	1.01106	1.01335	1.01038	1.00446	1.00848	1.01255	1.00747	1.01032
9	39654241	39655532	1291	-	ENSG00000234720	processed_pseudogene	ENSG00000234720	ATP5F1AP8	havana	3	1	1	1.04049	1	1.104	1.08839	1.13226	1.03898
7	153355365	153413986	58621	-	ENSG00000234722	lncRNA	ENSG00000234722	LINC01287	havana	5	1	1.00293	1.23024	1.17675	1.00049	1.00128	1	1
10	94137748	94139501	1753	+	ENSG00000234724	processed_pseudogene	ENSG00000234724	HDAC1P1	havana	1	1	1.05876	1	1	1.03268	1	1.10126	1.08182
3	32258940	32260231	1291	+	ENSG00000234737	processed_pseudogene	ENSG00000234737	KRT18P15	havana	1	4.17474	3.17443	1.45273	1.42271	2.44017	2.36671	1.45833	1.34051
9	13274510	13279188	4678	-	ENSG00000234740	lncRNA	ENSG00000234740	---	havana	1	1	1	1.01658	1	1.03674	1	1.01897	1.04599
1	173858559	173868883	10324	-	ENSG00000234741	lncRNA	ENSG00000234741	GAS5	havana	10	6.67051	8.45537	6.96071	7.22582	9.53652	8.95894	4.31979	5.45122
3	197850400	197850955	555	-	ENSG00000234742	processed_pseudogene	ENSG00000234742	RPL17P18	havana	1	1.43725	1.4358	1.52232	1.17021	1.16179	1.1818	1.32339	1.32437
10	80247219	80247684	465	-	ENSG00000234743	processed_pseudogene	ENSG00000234743	EIF5AP4	havana	1	64.6312	36.5561	33.1075	31.5679	31.3671	41.7809	37.5852	46.3904
6	31353872	31367068	13196	-	ENSG00000234745	protein_coding	ENSG00000234745	HLA-B	ensembl_havana	14	35.511	27.7316	13.2145	13.036	4.80672	5.41466	9.02792	10.0704
22	18833694	18834439	745	+	ENSG00000234764	processed_pseudogene	ENSG00000234764	E2F6P1	havana	2	2.96125	2.5431	2.33965	2.01474	4.16576	5.14775	4.23751	4.57794
16	14381	18069	3688	-	ENSG00000234769	unprocessed_pseudogene	ENSG00000234769	WASH4P	havana	7	1.0695	1.02699	1	1.00006	1.01249	1.04881	1.01261	1
9	128108581	128118694	10113	-	ENSG00000234771	lncRNA	ENSG00000234771	SLC25A25-AS1	havana	3	1.23454	1.22721	1.03081	1.05763	1.13419	1.13938	1.0404	1.08347
13	27236282	27250712	14430	-	ENSG00000234772	lncRNA	ENSG00000234772	LINC00412	havana	2	1.00419	1.0119	1.00896	1.00203	1.00596	1	1	1
19	12207332	12209564	2232	+	ENSG00000234773	transcribed_unprocessed_pseudogene	ENSG00000234773	---	havana	9	1.04065	1.01773	1	1	1	1.03233	1.02801	1.03574
11	45906513	45907273	760	-	ENSG00000234776	protein_coding	ENSG00000234776	FREY1	ensembl_havana	5	1	1.04518	1	1.11554	1.07539	1.09883	1.03893	1.09437
9	118082869	118083383	514	-	ENSG00000234782	processed_pseudogene	ENSG00000234782	TPT1P9	havana	3	1.05884	1.2672	1.2523	1.05694	1.55749	1.38987	1	1.20929
X	115702811	115704121	1310	+	ENSG00000234785	processed_pseudogene	ENSG00000234785	EEF1GP5	havana	1	1.04619	1	1.03948	1	1.04374	1.03823	1.02259	1.02737
13	53950255	54270398	320143	-	ENSG00000234787	lncRNA	ENSG00000234787	LINC00458	havana	9	1	1.00021	1	1	1.00045	1.00023	1	1
10	26714622	26715833	1211	+	ENSG00000234788	processed_pseudogene	ENSG00000234788	HSPA8P3	havana	1	1.0999	1.28352	1.02135	1.12085	1.04731	1.02068	1.07329	1.08883
2	241754793	241755741	948	-	ENSG00000234793	lncRNA	ENSG00000234793	---	havana	1	1	1.18621	1	1.17382	1.19761	1.13991	1.05913	1
15	59768352	59769147	795	+	ENSG00000234797	processed_pseudogene	ENSG00000234797	RPS3AP6	havana	5	115.123	115.718	121.405	122.432	78.9881	69.3212	101.707	133.579
4	173615936	173616907	971	-	ENSG00000234801	processed_pseudogene	ENSG00000234801	MORF4	havana	3	1.25159	1.49853	1.10888	1.09142	1.05935	1.33726	1.15484	1.18568
3	194755589	194757423	1834	+	ENSG00000234805	processed_pseudogene	ENSG00000234805	FAM151AP1	havana	1	1.11544	1.01872	1.0423	1.01596	1	1	1.03226	1.01955
1	58784384	58901110	116726	+	ENSG00000234807	lncRNA	ENSG00000234807	LINC01135	havana	8	1.00337	1.00324	1.00155	1.00201	1.00221	1.00215	1.00507	1.00584
10	30655651	30717267	61616	+	ENSG00000234814	transcribed_unprocessed_pseudogene	ENSG00000234814	SVIL2P	havana	9	1.00206	1.00352	1.00264	1.0015	1.00049	1.00127	1.00146	1.0006
6	4136072	4157386	21314	+	ENSG00000234817	lncRNA	ENSG00000234817	ECI2-DT	havana	2	1.01561	1.00967	1.00243	1.00549	1.00941	1.00235	1.02499	1.02187
9	78219120	78219358	238	+	ENSG00000234819	processed_pseudogene	ENSG00000234819	---	havana	1	4.93963	3.31076	2.19504	2.97144	2.08332	1.94682	2.36961	3.86268
X	150231075	150232897	1822	-	ENSG00000234825	processed_pseudogene	ENSG00000234825	XRCC6P2	havana	3	11.4532	8.29117	10.051	10.4787	11.9228	11.9855	10.164	12.87
20	23346941	23351487	4546	-	ENSG00000234832	lncRNA	ENSG00000234832	NXT1-AS1	havana	1	1.03992	1.03021	1.00569	1.01932	1	1.01102	1.00651	1.07888
13	35251070	35251830	760	+	ENSG00000234835	processed_pseudogene	ENSG00000234835	PHB1P13	havana	1	1	1	1.13609	1	1.07539	1.26356	1	1
4	112826307	112827608	1301	+	ENSG00000234841	processed_pseudogene	ENSG00000234841	---	havana	4	1.18662	1.07917	1.63763	1.47317	1.2202	1.13519	1.20466	1.30319
2	201549631	201550308	677	+	ENSG00000234842	unprocessed_pseudogene	ENSG00000234842	MTCO2P16	havana	1	1	1	1	1	1.04232	1	1.4807	1.10593
3	161429127	161429598	471	-	ENSG00000234851	processed_pseudogene	ENSG00000234851	RPL23AP42	ensembl_havana	4	33.2996	23.9919	15.846	14.3424	32.4049	28.1126	20.0946	33.4866
11	62690275	62727385	37110	-	ENSG00000234857	protein_coding	ENSG00000234857	HNRNPUL2-BSCL2	havana	2	1.49218	1.30744	1.40416	1.33383	1.65293	1.6812	1.33805	1.3855
9	42410830	42412151	1321	-	ENSG00000234861	processed_pseudogene	ENSG00000234861	ATP5F1AP1	havana	2	1.64226	1.55488	1.01284	1	1.03298	1.00001	1	1
22	46541495	46548197	6702	+	ENSG00000234869	lncRNA	ENSG00000234869	LINC02925	havana	1	1.04513	1.04611	1	1	1.01282	1.01494	1.02207	1.00535
21	44989864	44994087	4223	-	ENSG00000234880	lncRNA	ENSG00000234880	LINC00163	havana	1	1.00716	1	1.01837	1.05545	1.02714	1.01186	1	1
6	73291962	73293278	1316	+	ENSG00000234882	processed_pseudogene	ENSG00000234882	EIF3EP1	havana	1	6.32394	6.84698	2.52183	2.22839	4.85977	4.54385	3.34287	4.3769
21	25561810	25575169	13359	+	ENSG00000234883	lncRNA	ENSG00000234883	MIR155HG	havana	7	1.0883	1.13622	1.11226	1.13365	1.00858	1.02062	1.00886	1.01074
X	102803041	102806139	3098	+	ENSG00000234886	processed_pseudogene	ENSG00000234886	MTND5P26	havana	1	1.10739	1.13299	1	1	1.08322	1.03233	1.06685	1.12732
2	71055527	71056004	477	+	ENSG00000234896	unprocessed_pseudogene	ENSG00000234896	OR7E62P	havana	1	1.25364	1.07198	1	1	1.24023	1.10498	1	1
17	72067099	72237204	170105	-	ENSG00000234899	lncRNA	ENSG00000234899	SOX9-AS1	havana	11	1.00373	1.00681	1.00091	1.00361	1.01545	1.01513	1.00243	1.00316
14	64341673	64387987	46314	-	ENSG00000234911	transcribed_unitary_pseudogene	ENSG00000234911	TEX21P	havana	4	1.00653	1.00667	1.00112	1.00442	1.00742	1.00162	1.00383	1.0031
17	77086716	77099903	13187	+	ENSG00000234912	lncRNA	ENSG00000234912	SNHG20	havana	12	1.21496	1.26557	1.14313	1.19754	1.567	1.71006	1.10769	1.15764
22	18004270	18007309	3039	-	ENSG00000234913	lncRNA	ENSG00000234913	---	havana	1	1.01991	1.03389	1	1	1.00943	1.01648	1.00974	1.0118
1	42678735	42681660	2925	+	ENSG00000234917	lncRNA	ENSG00000234917	---	havana	2	1.04136	1	1	1	1.05955	1.06281	1.04836	1.02452
12	68642519	68642994	475	-	ENSG00000234925	processed_pseudogene	ENSG00000234925	ATP5PDP4	havana	2	1.57309	1.93969	1.27217	1.14826	1.90467	1.36898	1.43599	1.37746
20	34402149	34402697	548	-	ENSG00000234933	processed_pseudogene	ENSG00000234933	CDC42P1	havana	1	1.11039	1.37593	1.0944	1	1.26886	1.04569	1.05399	1
1	155845367	155846625	1258	+	ENSG00000234937	processed_pseudogene	ENSG00000234937	---	havana	1	1.19234	1.43669	1.06166	1.04653	1.02277	1.33835	1.18814	1.11402
2	27335520	27342600	7080	+	ENSG00000234945	lncRNA	ENSG00000234945	GTF3C2-AS1	havana	8	1.06546	1.08373	1.09124	1.04405	1.04907	1.14395	1.10777	1.18617
2	23943846	23944352	506	+	ENSG00000234946	processed_pseudogene	ENSG00000234946	SDHCP3	havana	1	1.77708	1.74641	1.1022	1.23138	1.39631	1.69275	1.11694	1.14173
2	237591020	237595982	4962	+	ENSG00000234949	lncRNA	ENSG00000234949	RAB17-DT	havana	2	1.03657	1.00692	1	1	1.42146	1.31285	1	1
10	17233325	17234834	1509	-	ENSG00000234961	lncRNA	ENSG00000234961	---	havana	1	1.18459	1.11084	9.8198	11.5306	1.21203	1.10158	10.1336	11.0102
11	59781318	59781723	405	-	ENSG00000234964	processed_pseudogene	ENSG00000234964	FABP5P7	havana	4	2.51726	5.08672	3.85786	2.41844	1.14147	1.00001	2.99668	2.78787
X	74069276	74070833	1557	+	ENSG00000234969	processed_pseudogene	ENSG00000234969	AARSD1P1	havana	1	1.05828	1	1.06461	1.0376	1.0368	1	1	1
1	228687415	228687827	412	+	ENSG00000234975	processed_pseudogene	ENSG00000234975	FTH1P2	havana	6	5.57113	6.90472	2.71624	2.35163	8.51011	9.8824	2.57105	2.97878
7	138490581	138491362	781	-	ENSG00000234995	processed_pseudogene	ENSG00000234995	RPS3AP28	havana	1	1.03873	1.13189	1.13243	1	1.11004	1.09618	1.03788	1.13774
1	202861754	202875242	13488	+	ENSG00000234996	transcribed_processed_pseudogene	ENSG00000234996	ACTG1P25	havana	4	1.10091	1.06109	1.00192	1	1.0446	1.0724	1.00439	1.01861
2	113325009	113430989	105980	+	ENSG00000234997	lncRNA	ENSG00000234997	LINC02966	havana	3	1.0097	1.00875	1	1.00138	1.00865	1.00756	1.01256	1.00812
Y	5337745	5338965	1220	-	ENSG00000235001	processed_pseudogene	ENSG00000235001	EIF4A1P2	havana	3	2.56661	2.96074	2.35885	2.49963	2.82719	2.89818	3.30738	3.76795
6	166701094	166702840	1746	-	ENSG00000235008	processed_pseudogene	ENSG00000235008	---	havana	1	1.30249	1.56572	1.11929	1.28651	1.64894	2.00892	1.37625	1.71208
3	50116022	50156086	40064	-	ENSG00000235016	lncRNA	ENSG00000235016	SEMA3F-AS1	havana	1	1.04139	1.0506	1.03983	1.05169	1.02502	1.03919	1.04656	1.03753
11	1760348	1762487	2139	+	ENSG00000235027	lncRNA	ENSG00000235027	PRADX	havana	1	1.02967	1.06827	1.03626	1	1	1.06675	1.0729	1.12275
6	39881804	39900072	18268	-	ENSG00000235033	lncRNA	ENSG00000235033	DAAM2-AS1	havana	7	1	1	1	1	1.01086	1	1.00655	1.01344
20	10612861	10614230	1369	-	ENSG00000235036	processed_pseudogene	ENSG00000235036	---	havana	4	1.22927	1.27186	1.06258	1.27469	1.23556	1.20981	1.25555	1.55742
4	86949669	86950114	445	-	ENSG00000235043	processed_pseudogene	ENSG00000235043	TECRP1	havana	3	233.995	206.965	92.6682	99.9618	253.158	309.199	194.616	163.283
2	33839782	33840679	897	-	ENSG00000235064	processed_pseudogene	ENSG00000235064	SLC25A5P2	havana	1	1.06754	1.07683	1.23903	1.09799	1.47971	1.41467	1.13211	1.28038
2	117995397	118055034	59637	+	ENSG00000235066	lncRNA	ENSG00000235066	---	havana	7	1.01217	1.00921	1.01171	1.01276	1.00769	1.01427	1.01191	1.01022
X	16474342	16475341	999	-	ENSG00000235071	processed_pseudogene	ENSG00000235071	---	havana	1	1.06055	1.06874	1.07765	1.0879	1.08603	1.02506	1	1.21537
2	3519275	3523198	3923	+	ENSG00000235078	lncRNA	ENSG00000235078	---	havana	1	1	1.0175	1.03955	1.01492	1	1.01276	1	1.02742
1	71048855	71067185	18330	+	ENSG00000235079	lncRNA	ENSG00000235079	ZRANB2-AS1	havana	1	1.00495	1.00379	1.00142	1	1.00158	1.00137	1	1.00395
19	54229036	54230214	1178	+	ENSG00000235081	processed_pseudogene	ENSG00000235081	---	havana	1	1	1	1.02196	1	1.02745	1.04254	1	1.18264
1	160317403	160317707	304	+	ENSG00000235082	processed_pseudogene	ENSG00000235082	SUMO1P3	havana	2	26.2266	22.5927	17.4634	15.7846	31.8453	36.5869	17.0514	14.858
1	15604597	15605044	447	+	ENSG00000235084	processed_pseudogene	ENSG00000235084	CHCHD2P6	havana	3	4.19592	4.19655	6.75059	6.13988	16.9158	14.4031	5.44029	6.00665
7	75922755	75923444	689	+	ENSG00000235090	processed_pseudogene	ENSG00000235090	RPL7L1P3	havana	1	1.0439	1.24916	1	1.08496	1	1.21804	1	1.05204
2	8666636	8681865	15229	-	ENSG00000235092	lncRNA	ENSG00000235092	ID2-AS1	havana	7	1.13108	1.10371	1.00679	1.02883	1.02069	1.00493	1	1
7	57147986	57150348	2362	-	ENSG00000235095	unprocessed_pseudogene	ENSG00000235095	---	havana	1	1.47466	1.3364	1.61302	1.53285	1.46453	1.46642	1.21484	1.35213
1	1418420	1421770	3350	-	ENSG00000235098	protein_coding	ENSG00000235098	ANKRD65	ensembl_havana	9	1.09932	1.0205	1	1	1	1.0299	1	1
10	89651998	89701421	49423	-	ENSG00000235100	lncRNA	ENSG00000235100	---	havana	6	1.00673	1.01528	1.00209	1.00237	1.00696	1.00659	1.01556	1.0283
1	48435967	48437224	1257	+	ENSG00000235105	processed_pseudogene	ENSG00000235105	---	havana	1	6.00968	4.91311	4.53056	5.52989	5.64205	5.61769	5.58964	6.17329
9	134025481	134034667	9186	+	ENSG00000235106	protein_coding	ENSG00000235106	BRD3OS	ensembl_havana	10	2.28551	1.91681	1.50103	1.57643	1.48949	1.56304	1.30997	1.40246
6	28324693	28356272	31579	-	ENSG00000235109	protein_coding	ENSG00000235109	ZSCAN31	ensembl_havana	8	1.22891	1.19788	1.07369	1.13439	3.34867	3.66073	1.11617	1.15103
22	49612657	49615717	3060	-	ENSG00000235111	lncRNA	ENSG00000235111	---	havana	1	1	1	1.04225	1.11478	1	1	1	1
1	201723294	201737507	14213	-	ENSG00000235121	lncRNA	ENSG00000235121	---	havana	1	1.01064	1.02174	1	1.00824	1.0383	1.03171	1.00624	1.02018
9	134054290	134058806	4516	+	ENSG00000235138	lncRNA	ENSG00000235138	---	havana	1	1.10716	1.19768	1.0229	1.05185	1.06978	1.02218	1.01965	1.01588
6	106705328	106788149	82821	-	ENSG00000235142	lncRNA	ENSG00000235142	LINC02532	havana	12	1	1.00166	1	1	1.00173	1.00242	1	1
22	46067356	46069892	2536	-	ENSG00000235159	lncRNA	ENSG00000235159	LINC02939	havana	2	1.01193	1.09477	1.04078	1	1.10167	1.06911	1.05833	1.02828
12	105235290	105396098	160808	+	ENSG00000235162	protein_coding	ENSG00000235162	C12orf75	ensembl_havana	9	1.20671	1.18448	1.97003	1.95813	1.0465	1.04905	2.62466	3.11592
5	170307722	170335509	27787	+	ENSG00000235172	lncRNA	ENSG00000235172	LINC01366	havana	9	1.00327	1.00124	1.01024	1.00421	1	1.0009	1.00319	1.00258
8	144137774	144140852	3078	+	ENSG00000235173	protein_coding	ENSG00000235173	HGH1	ensembl_havana	7	13.2832	11.8984	3.79733	3.71012	8.40858	9.56569	3.90276	4.37852
6	73373108	73373264	156	-	ENSG00000235174	processed_pseudogene	ENSG00000235174	RPL39P3	ensembl_havana	1	1	1.44019	1.99448	1.37659	1.55092	1.80315	1	1
10	126413869	126421880	8011	-	ENSG00000235180	lncRNA	ENSG00000235180	LINC00601	havana	1	1.01888	1.01714	1.10651	1.09499	1	1	1.05909	1.09848
17	49795343	49795670	327	+	ENSG00000235183	processed_pseudogene	ENSG00000235183	SRP14P3	havana	3	1.27749	1.105	1.16299	1.20563	1	1	1.09047	1.21932
X	129869064	129957529	88465	-	ENSG00000235189	lncRNA	ENSG00000235189	---	havana	2	1	1.00078	1.00175	1.00132	1.00097	1.00028	1.00134	1.00081
2	165794851	165810011	15160	+	ENSG00000235192	lncRNA	ENSG00000235192	---	havana	1	1.00798	1.01132	1	1.00193	1.00756	1.00495	1	1.01656
14	23295652	23302860	7208	-	ENSG00000235194	protein_coding	ENSG00000235194	PPP1R3E	ensembl_havana	9	3.14006	3.27951	1.34281	1.29237	2.19887	2.50555	2.34168	2.66161
7	55645620	55646952	1332	+	ENSG00000235207	processed_pseudogene	ENSG00000235207	TUBBP6	havana	1	1.02271	1	1.01941	1.02197	1.06487	1	1	1.13461
20	32186477	32190528	4051	-	ENSG00000235217	transcribed_processed_pseudogene	ENSG00000235217	TSPY26P	havana	6	1.0896	1.12713	1.02553	1.1156	1.05657	1.02472	1.0073	1.02656
3	48979918	48983986	4068	-	ENSG00000235236	lncRNA	ENSG00000235236	---	havana	1	1.02231	1.05064	1.03178	1.02879	1.08451	1.02462	1.01455	1.02644
6	29636060	29636344	284	-	ENSG00000235238	processed_pseudogene	ENSG00000235238	SUMO2P1	havana	1	3.11545	2.33012	1.43354	1.77769	3.87598	4.71767	2.61899	3.40535
X	115694880	115969149	274269	-	ENSG00000235244	lncRNA	ENSG00000235244	DANT2	havana	6	1.0021	1.00275	1.00019	1.00053	1.00272	1.00201	1.00227	1.00484
1	87044935	87045872	937	-	ENSG00000235251	processed_pseudogene	ENSG00000235251	---	havana	2	1.74244	1.80663	2.21457	2.53234	3.54035	3.75269	1.41195	2.1481
9	62710036	62711399	1363	-	ENSG00000235256	processed_pseudogene	ENSG00000235256	FKBP4P7	havana	1	1.06792	1.06649	1	1	1.06145	1	1.04744	1.06173
3	37693655	37861803	168148	-	ENSG00000235257	lncRNA	ENSG00000235257	ITGA9-AS1	havana	11	1.00126	1.00163	1.00015	1.00052	1.00971	1.0088	1.00194	1.00107
X	53212408	53214680	2272	-	ENSG00000235262	lncRNA	ENSG00000235262	KDM5C-IT1	havana	1	1	1.04534	1.01138	1.02577	1.03783	1.02204	1	1
14	53685139	53850883	165744	-	ENSG00000235269	lncRNA	ENSG00000235269	LINC02331	havana_tagene	2	1.00036	1.00166	1	1	1.00086	1.0003	1.00268	1.00519
6	166583009	166586679	3670	-	ENSG00000235272	protein_coding	ENSG00000235272	RAMACL	havana	3	1.75208	1.81867	1.69267	1.77181	3.73679	3.55926	2.01003	1.77675
5	123636110	123637404	1294	+	ENSG00000235275	processed_pseudogene	ENSG00000235275	KRT18P16	havana	3	1.991	1.74295	1.27974	1.21498	1.37636	1.17572	1.02355	1.02771
13	112967484	112968825	1341	-	ENSG00000235280	lncRNA	ENSG00000235280	MCF2L-AS1	havana	2	1	1	1	1	1.19227	1.11203	1	1
11	111670956	111672405	1449	-	ENSG00000235286	processed_pseudogene	ENSG00000235286	---	havana	1	1	1.09478	1	1	1.01977	1.05184	1.04084	1.12374
3	42785087	42852429	67342	-	ENSG00000235288	lncRNA	ENSG00000235288	---	havana	3	1.00135	1.00153	1	1	1.00128	1.00297	1	1
18	74389884	74390298	414	-	ENSG00000235297	processed_pseudogene	ENSG00000235297	FAUP1	havana	3	1.21918	1.58054	1.74946	1.49489	1.83037	2.51196	1.42877	1.43308
9	83972233	83975778	3545	+	ENSG00000235298	lncRNA	ENSG00000235298	HNRNPK-AS1	havana	1	1.00119	1	1.10211	1.01296	1.02301	1.01545	1.02454	1
1	112625906	112626225	319	-	ENSG00000235299	processed_pseudogene	ENSG00000235299	MRPL53P1	havana	2	1.09482	1.10763	1.08105	1	1	1.31396	1.09274	1.22482
20	31563166	31564077	911	+	ENSG00000235313	lncRNA	ENSG00000235313	HM13-IT1	havana	1	1.39841	1.37689	1.11353	1.25703	1.12579	1.35729	1.35723	1.3149
7	44039171	44042307	3136	+	ENSG00000235314	lncRNA	ENSG00000235314	LINC00957	havana	1	1.02998	1.11292	1	1.01002	1	1.02395	1.08491	1.28509
10	73731824	73733639	1815	+	ENSG00000235316	processed_pseudogene	ENSG00000235316	DUSP8P5	havana	1	1.06666	1.07567	1.02849	1.01613	1.01578	1.16554	1.0489	1.21733
9	477750	478424	674	+	ENSG00000235330	transcribed_processed_pseudogene	ENSG00000235330	RPL12P25	havana	2	1.49363	1.30565	1	1	1.12751	1	1	1
22	45792418	45793637	1219	-	ENSG00000235347	processed_pseudogene	ENSG00000235347	---	havana	1	1.07444	1.2535	1.10606	1.19209	1.37602	1.16432	1.09708	1.73542
1	205351247	205351472	225	+	ENSG00000235363	processed_pseudogene	ENSG00000235363	SNRPGP10	havana	1	19.4802	16.8168	16.9483	19.4154	26.6085	25.3685	24.8056	29.2483
21	45070952	45074166	3214	-	ENSG00000235374	transcribed_processed_pseudogene	ENSG00000235374	SSR4P1	havana	2	1.02823	1.10683	1.44247	1.6648	1.29414	1.0779	1.16569	1.12273
10	103245887	103248017	2130	+	ENSG00000235376	protein_coding	ENSG00000235376	RPEL1	havana	5	2.05042	1.67695	1.74161	1.36096	2.47011	2.38576	1.27133	1.1934
6	155253139	155256725	3586	-	ENSG00000235381	lncRNA	ENSG00000235381	---	havana	1	1.30419	1.22335	1.22957	1.50461	1.36557	1.36636	1.38296	1.29253
X	13266041	13303453	37412	-	ENSG00000235385	lncRNA	ENSG00000235385	LINC02154	havana	3	1.00323	1.00367	1.21978	1.21749	1	1.00268	1.00079	1.00096
9	35909490	35937154	27664	+	ENSG00000235387	protein_coding	ENSG00000235387	SPAAR	havana	5	1.01203	1.02731	1	1	1.00207	1	1.00428	1
17	19296596	19306262	9666	-	ENSG00000235397	lncRNA	ENSG00000235397	EPN2-AS1	havana	1	1.01565	1.01066	1	1.00606	1.01186	1.01554	1.02143	1.01484
1	78749073	78750660	1587	+	ENSG00000235400	processed_pseudogene	ENSG00000235400	---	havana	1	1.36212	1.30289	1.45619	1.36929	1.46934	1.42644	1.52198	1.5204
20	38425083	38425355	272	-	ENSG00000235408	snoRNA	ENSG00000235408	SNORA71B	havana	6	3.00159	3.90332	3.75675	3.6902	4.89694	4.12976	2.52276	6.14153
2	20239892	20241047	1155	-	ENSG00000235411	processed_pseudogene	ENSG00000235411	DRG1P1	havana	1	1.68504	1.20809	1	1.0765	1.39893	1.34685	1.31064	1.25059
18	2593674	2594914	1240	-	ENSG00000235422	processed_pseudogene	ENSG00000235422	KATNBL1P3	havana	1	1.29271	1.2492	1.14596	1.16523	1.43896	1.2423	1.4056	1.28918
X	63222993	63561096	338103	-	ENSG00000235437	lncRNA	ENSG00000235437	LINC01278	havana	10	1.03757	1.03971	1.00688	1.00511	1.09075	1.08272	1.0126	1.01368
9	12698554	12814378	115824	-	ENSG00000235448	lncRNA	ENSG00000235448	LURAP1L-AS1	havana	3	1.00496	1.00593	1.01205	1.01011	1.00396	1.00519	1.00613	1.01207
9	32551144	32568622	17478	+	ENSG00000235453	protein_coding	ENSG00000235453	SMIM27	havana	12	1.09286	1.10522	1.05178	1.06275	1.09982	1.07019	1.05247	1.07529
7	53862233	53863340	1107	+	ENSG00000235454	processed_pseudogene	ENSG00000235454	HAUS6P3	havana	1	1	1.26291	1.04517	1.34182	1.04992	1.19579	1.42694	1.59563
13	28598833	28600053	1220	+	ENSG00000235472	processed_pseudogene	ENSG00000235472	EIF4A1P7	havana	1	1.02522	1.0293	1.08505	1.05121	1.12049	1.06228	1.12655	1.17855
22	17121530	17132106	10576	+	ENSG00000235478	lncRNA	ENSG00000235478	LINC01664	havana	6	1	1.00649	1	1.00554	1.00542	1.0071	1.00559	1
9	33732970	33818796	85826	-	ENSG00000235481	lncRNA	ENSG00000235481	UBE2R2-AS1	havana	4	1.00317	1.0036	1.0009	1.00477	1.002	1.00058	1	1.00042
6	15247815	15248635	820	-	ENSG00000235488	lncRNA	ENSG00000235488	JARID2-AS1	havana	1	1.07377	1.16749	1.18919	1.14278	1.10481	1	1.03608	1.13119
10	64168959	64170851	1892	-	ENSG00000235489	processed_pseudogene	ENSG00000235489	DBF4P1	havana	4	3.6599	2.78451	3.47438	2.93426	5.66484	5.63321	3.67442	4.06636
3	27916774	28059269	142495	-	ENSG00000235493	lncRNA	ENSG00000235493	LINC01967	havana	2	1	1	1.00163	1.00123	1	1	1	1
